subject_base,subject,sperson,subject_translation,tense_translation,tense_base,tense,object,operson,object_translation,object_base,verb_translation,verb_type,control,verb,verb_base,person,text,text_breakdown,text_label
SEN,1sgtran,1,I,past,LE¸,past,3pl,3,them,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET LE¸ SEN,ȽIȾET_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,past,LE¸,past,3pl,3,them,,bite it,transitive,contr,KIQET,KIQET,,KIQET LE¸ SEN,KIQET_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,past,LE¸,past,3pl,3,them,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET LE¸ SEN,ȻENÁṈET_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,past,LE¸,past,3sg,3,Her/Him/It,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET LE¸ SEN,W̱EĆET_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,past,LE¸,past,3sg,3,Her/Him/It,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET LE¸ SEN,ŚÁMET_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,past,LE¸,past,3sg,3,Her/Him/It,,look at it,transitive,contr,QENET,QENET,,QENET LE¸ SEN,QENET_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,past,LE¸,past,3sg,3,Her/Him/It,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET LE¸ SEN,ȽIȾET_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,past,LE¸,past,3sg,3,Her/Him/It,,bite it,transitive,contr,KIQET,KIQET,,KIQET LE¸ SEN,KIQET_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,past,LE¸,past,3sg,3,Her/Him/It,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET LE¸ SEN,ȻENÁṈET_ _LE¸ _SEN,verb_object_tense_subject
ȽTE,1pltran,1,we,past,LE¸,past,2NCsg,2,You,OṈE,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈE LE¸ ȽTE,SEJN_OṈE LE¸ ȽTE,verb_object
ȽTE,1pltran,1,we,past,LE¸,past,2NCsg,2,You,OṈE,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈE LE¸ ȽTE,QENN_OṈE LE¸ ȽTE,verb_object
ȽTE,1pltran,1,we,past,LE¸,past,2NCsg,2,You,OṈE,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈE LE¸ ȽTE,ȻENÁṈN_OṈE LE¸ ȽTE,verb_object
ȽTE,1pltran,1,we,past,LE¸,past,2NCpl,2,You folks,OṈE HÁLE,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈE LE¸ ȽTE HÁLE,SEJN_OṈE LE¸ ȽTE HÁLE,verb_object
ȽTE,1pltran,1,we,past,LE¸,past,2NCpl,2,You folks,OṈE HÁLE,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈE LE¸ ȽTE HÁLE,QENN_OṈE LE¸ ȽTE HÁLE,verb_object
ȽTE,1pltran,1,we,past,LE¸,past,2NCpl,2,You folks,OṈE HÁLE,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈE LE¸ ȽTE HÁLE,ȻENÁṈN_OṈE LE¸ ȽTE HÁLE,verb_object
SEN,1sgtran,1,I,past,LE¸,past,2NCsg,2,You,OṈE,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈE LE¸ SEN,SEJN_OṈE LE¸ SEN,verb_object
SEN,1sgtran,1,I,past,LE¸,past,2NCsg,2,You,OṈE,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈE LE¸ SEN,QENN_OṈE LE¸ SEN,verb_object
SEN,1sgtran,1,I,past,LE¸,past,2NCsg,2,You,OṈE,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈE LE¸ SEN,ȻENÁṈN_OṈE LE¸ SEN,verb_object
SEN,1sgtran,1,I,past,LE¸,past,2NCpl,2,You folks,OṈE HÁLE,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈE LE¸ SEN HÁLE,SEJN_OṈE LE¸ SEN HÁLE,verb_object
SEN,1sgtran,1,I,past,LE¸,past,2NCpl,2,You folks,OṈE HÁLE,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈE LE¸ SEN HÁLE,QENN_OṈE LE¸ SEN HÁLE,verb_object
SEN,1sgtran,1,I,past,LE¸,past,2NCpl,2,You folks,OṈE HÁLE,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈE LE¸ SEN HÁLE,ȻENÁṈN_OṈE LE¸ SEN HÁLE,verb_object
ȽTE,1pltran,1,we,past,LE¸,past,2sg,2,You,SE,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆESE LE¸ ȽTE,W̱EĆE_SE _LE¸ _ȽTE_,verb_object_tense_subject_object
ȽTE,1pltran,1,we,past,LE¸,past,2sg,2,You,SE,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMESE LE¸ ȽTE,ŚÁME_SE _LE¸ _ȽTE_,verb_object_tense_subject_object
ȽTE,1pltran,1,we,past,LE¸,past,2sg,2,You,SE,look at it,transitive,contr,QENET,QENET,,QENESE LE¸ ȽTE,QENE_SE _LE¸ _ȽTE_,verb_object_tense_subject_object
ȽTE,1pltran,1,we,past,LE¸,past,2sg,2,You,SE,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾESE LE¸ ȽTE,ȽIȾE_SE _LE¸ _ȽTE_,verb_object_tense_subject_object
ȽTE,1pltran,1,we,past,LE¸,past,2sg,2,You,SE,bite it,transitive,contr,KIQET,KIQET,,KIQESE LE¸ ȽTE,KIQE_SE _LE¸ _ȽTE_,verb_object_tense_subject_object
ȽTE,1pltran,1,we,past,LE¸,past,2sg,2,You,SE,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈESE LE¸ ȽTE,ȻENÁṈE_SE _LE¸ _ȽTE_,verb_object_tense_subject_object
ȽTE,1pltran,1,we,past,LE¸,past,2pl,2,You folks,SE HÁLE,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆESE LE¸ ȽTE HÁLE,W̱EĆE_SE _LE¸ _ȽTE_ HÁLE,verb_object_tense_subject_object
ȽTE,1pltran,1,we,past,LE¸,past,2pl,2,You folks,SE HÁLE,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMESE LE¸ ȽTE HÁLE,ŚÁME_SE _LE¸ _ȽTE_ HÁLE,verb_object_tense_subject_object
ȽTE,1pltran,1,we,past,LE¸,past,2pl,2,You folks,SE HÁLE,look at it,transitive,contr,QENET,QENET,,QENESE LE¸ ȽTE HÁLE,QENE_SE _LE¸ _ȽTE_ HÁLE,verb_object_tense_subject_object
ȽTE,1pltran,1,we,past,LE¸,past,2pl,2,You folks,SE HÁLE,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾESE LE¸ ȽTE HÁLE,ȽIȾE_SE _LE¸ _ȽTE_ HÁLE,verb_object_tense_subject_object
ȽTE,1pltran,1,we,past,LE¸,past,2pl,2,You folks,SE HÁLE,bite it,transitive,contr,KIQET,KIQET,,KIQESE LE¸ ȽTE HÁLE,KIQE_SE _LE¸ _ȽTE_ HÁLE,verb_object_tense_subject_object
ȽTE,1pltran,1,we,past,LE¸,past,2pl,2,You folks,SE HÁLE,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈESE LE¸ ȽTE HÁLE,ȻENÁṈE_SE _LE¸ _ȽTE_ HÁLE,verb_object_tense_subject_object
SEN,1sgtran,1,I,past,LE¸,past,2sg,2,You,SE,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆESE LE¸ SEN,W̱EĆE_SE _LE¸ _SEN_,verb_object_tense_subject_object
SEN,1sgtran,1,I,past,LE¸,past,2sg,2,You,SE,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMESE LE¸ SEN,ŚÁME_SE _LE¸ _SEN_,verb_object_tense_subject_object
SEN,1sgtran,1,I,past,LE¸,past,2sg,2,You,SE,look at it,transitive,contr,QENET,QENET,,QENESE LE¸ SEN,QENE_SE _LE¸ _SEN_,verb_object_tense_subject_object
SEN,1sgtran,1,I,past,LE¸,past,2sg,2,You,SE,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾESE LE¸ SEN,ȽIȾE_SE _LE¸ _SEN_,verb_object_tense_subject_object
SEN,1sgtran,1,I,past,LE¸,past,2sg,2,You,SE,bite it,transitive,contr,KIQET,KIQET,,KIQESE LE¸ SEN,KIQE_SE _LE¸ _SEN_,verb_object_tense_subject_object
SEN,1sgtran,1,I,past,LE¸,past,2sg,2,You,SE,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈESE LE¸ SEN,ȻENÁṈE_SE _LE¸ _SEN_,verb_object_tense_subject_object
SEN,1sgtran,1,I,past,LE¸,past,2pl,2,You folks,SE HÁLE,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆESE LE¸ SEN HÁLE,W̱EĆE_SE _LE¸ _SEN_ HÁLE,verb_object_tense_subject_object
SEN,1sgtran,1,I,past,LE¸,past,2pl,2,You folks,SE HÁLE,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMESE LE¸ SEN HÁLE,ŚÁME_SE _LE¸ _SEN_ HÁLE,verb_object_tense_subject_object
SEN,1sgtran,1,I,past,LE¸,past,2pl,2,You folks,SE HÁLE,look at it,transitive,contr,QENET,QENET,,QENESE LE¸ SEN HÁLE,QENE_SE _LE¸ _SEN_ HÁLE,verb_object_tense_subject_object
SEN,1sgtran,1,I,past,LE¸,past,2pl,2,You folks,SE HÁLE,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾESE LE¸ SEN HÁLE,ȽIȾE_SE _LE¸ _SEN_ HÁLE,verb_object_tense_subject_object
SEN,1sgtran,1,I,past,LE¸,past,2pl,2,You folks,SE HÁLE,bite it,transitive,contr,KIQET,KIQET,,KIQESE LE¸ SEN HÁLE,KIQE_SE _LE¸ _SEN_ HÁLE,verb_object_tense_subject_object
SEN,1sgtran,1,I,past,LE¸,past,2pl,2,You folks,SE HÁLE,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈESE LE¸ SEN HÁLE,ȻENÁṈE_SE _LE¸ _SEN_ HÁLE,verb_object_tense_subject_object
ȽTE,1plint,1,we,past,LE¸,past,none,none,no object,,go,intransitive,,YÁ¸,YÁ¸,,YÁ¸ LE¸ ȽTE,YÁ¸_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1plint,1,we,past,LE¸,past,none,none,no object,,sleep,intransitive,,ITET,ITET,,ITET LE¸ ȽTE,ITET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1plint,1,we,past,LE¸,past,none,none,no object,,sit up or down,intransitive,,EMET,EMET,,EMET LE¸ ȽTE,EMET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1plint,1,we,past,LE¸,past,none,none,no object,,run,intransitive,,ȻONEṈET,ȻONEṈET,,ȻONEṈET LE¸ ȽTE,ȻONEṈET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1plint,1,we,past,LE¸,past,none,none,no object,,work,intransitive,,ĆȺ,ĆȺ,,ĆȺ LE¸ ȽTE,ĆȺ_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1plint,1,we,past,LE¸,past,none,none,no object,,move,intransitive,,ĆÁNEL,ĆÁNEL,,ĆÁNEL LE¸ ȽTE,ĆÁNEL_ _LE¸ _ȽTE,verb_object_tense_subject
SEN,1sgint,1,I,past,LE¸,past,none,none,no object,,go,intransitive,,YÁ¸,YÁ¸,,YÁ¸ LE¸ SEN,YÁ¸_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgint,1,I,past,LE¸,past,none,none,no object,,sleep,intransitive,,ITET,ITET,,ITET LE¸ SEN,ITET_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgint,1,I,past,LE¸,past,none,none,no object,,sit up or down,intransitive,,EMET,EMET,,EMET LE¸ SEN,EMET_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgint,1,I,past,LE¸,past,none,none,no object,,run,intransitive,,ȻONEṈET,ȻONEṈET,,ȻONEṈET LE¸ SEN,ȻONEṈET_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgint,1,I,past,LE¸,past,none,none,no object,,work,intransitive,,ĆȺ,ĆȺ,,ĆȺ LE¸ SEN,ĆȺ_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgint,1,I,past,LE¸,past,none,none,no object,,move,intransitive,,ĆÁNEL,ĆÁNEL,,ĆÁNEL LE¸ SEN,ĆÁNEL_ _LE¸ _SEN,verb_object_tense_subject
ȽTE,1pltran,1,we,present,-,prs,3plNC,3,Them,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱ ȽTE,SEJNOW̱__ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,present,-,prs,3plNC,3,Them,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱ ȽTE,QENNEW̱__ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,present,-,prs,3plNC,3,Them,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱ ȽTE,ȻENÁṈNEW̱__ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,present,-,prs,3sgNC,3,Her/Him/It,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱ ȽTE,SEJNOW̱__ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,present,-,prs,3sgNC,3,Her/Him/It,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱ ȽTE,QENNEW̱__ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,present,-,prs,3sgNC,3,Her/Him/It,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱ ȽTE,ȻENÁṈNEW̱__ ȽTE,verb_object_tense
SEN,1sgtran,1,I,present,-,prs,3plNC,3,Them,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱ SEN,SEJNOW̱__ SEN,verb_object_tense
SEN,1sgtran,1,I,present,-,prs,3plNC,3,Them,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱ SEN,QENNEW̱__ SEN,verb_object_tense
SEN,1sgtran,1,I,present,-,prs,3plNC,3,Them,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱ SEN,ȻENÁṈNEW̱__ SEN,verb_object_tense
SEN,1sgtran,1,I,present,-,prs,3sgNC,3,Her/Him/It,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱ SEN,SEJNOW̱__ SEN,verb_object_tense
SEN,1sgtran,1,I,present,-,prs,3sgNC,3,Her/Him/It,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱ SEN,QENNEW̱__ SEN,verb_object_tense
SEN,1sgtran,1,I,present,-,prs,3sgNC,3,Her/Him/It,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱ SEN,ȻENÁṈNEW̱__ SEN,verb_object_tense
ȽTE,1pltran,1,we,present,-,prs,3pl,3,them,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET ȽTE,W̱EĆET__ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,present,-,prs,3pl,3,them,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET ȽTE,ŚÁMET__ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,present,-,prs,3pl,3,them,,look at it,transitive,contr,QENET,QENET,,QENET ȽTE,QENET__ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,present,-,prs,3pl,3,them,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET ȽTE,ȽIȾET__ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,present,-,prs,3pl,3,them,,bite it,transitive,contr,KIQET,KIQET,,KIQET ȽTE,KIQET__ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,present,-,prs,3pl,3,them,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET ȽTE,ȻENÁṈET__ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,present,-,prs,3sg,3,Her/Him/It,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET ȽTE,W̱EĆET__ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,present,-,prs,3sg,3,Her/Him/It,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET ȽTE,ŚÁMET__ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,present,-,prs,3sg,3,Her/Him/It,,look at it,transitive,contr,QENET,QENET,,QENET ȽTE,QENET__ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,present,-,prs,3sg,3,Her/Him/It,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET ȽTE,ȽIȾET__ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,present,-,prs,3sg,3,Her/Him/It,,bite it,transitive,contr,KIQET,KIQET,,KIQET ȽTE,KIQET__ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,present,-,prs,3sg,3,Her/Him/It,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET ȽTE,ȻENÁṈET__ _ȽTE,verb_object_tense_subject
SEN,1sgtran,1,I,present,-,prs,3pl,3,them,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET SEN,W̱EĆET__ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,present,-,prs,3pl,3,them,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET SEN,ŚÁMET__ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,present,-,prs,3pl,3,them,,look at it,transitive,contr,QENET,QENET,,QENET SEN,QENET__ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,present,-,prs,3pl,3,them,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET SEN,ȽIȾET__ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,present,-,prs,3pl,3,them,,bite it,transitive,contr,KIQET,KIQET,,KIQET SEN,KIQET__ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,present,-,prs,3pl,3,them,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET SEN,ȻENÁṈET__ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,present,-,prs,3sg,3,Her/Him/It,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET SEN,W̱EĆET__ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,present,-,prs,3sg,3,Her/Him/It,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET SEN,ŚÁMET__ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,present,-,prs,3sg,3,Her/Him/It,,look at it,transitive,contr,QENET,QENET,,QENET SEN,QENET__ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,present,-,prs,3sg,3,Her/Him/It,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET SEN,ȽIȾET__ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,present,-,prs,3sg,3,Her/Him/It,,bite it,transitive,contr,KIQET,KIQET,,KIQET SEN,KIQET__ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,present,-,prs,3sg,3,Her/Him/It,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET SEN,ȻENÁṈET__ _SEN,verb_object_tense_subject
ȽTE,1pltran,1,we,present,-,prs,2NCsg,2,You,OṈE,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈE ȽTE,SEJN_OṈE ȽTE,verb_object
ȽTE,1pltran,1,we,present,-,prs,2NCsg,2,You,OṈE,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈE ȽTE,QENN_OṈE ȽTE,verb_object
ȽTE,1pltran,1,we,present,-,prs,2NCsg,2,You,OṈE,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈE ȽTE,ȻENÁṈN_OṈE ȽTE,verb_object
ȽTE,1pltran,1,we,present,-,prs,2NCpl,2,You folks,OṈE HÁLE,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈE ȽTE HÁLE,SEJN_OṈE ȽTE HÁLE,verb_object
ȽTE,1pltran,1,we,present,-,prs,2NCpl,2,You folks,OṈE HÁLE,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈE ȽTE HÁLE,QENN_OṈE ȽTE HÁLE,verb_object
ȽTE,1pltran,1,we,present,-,prs,2NCpl,2,You folks,OṈE HÁLE,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈE ȽTE HÁLE,ȻENÁṈN_OṈE ȽTE HÁLE,verb_object
SEN,1sgtran,1,I,present,-,prs,2NCsg,2,You,OṈE,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈE SEN,SEJN_OṈE SEN,verb_object
SEN,1sgtran,1,I,present,-,prs,2NCsg,2,You,OṈE,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈE SEN,QENN_OṈE SEN,verb_object
SEN,1sgtran,1,I,present,-,prs,2NCsg,2,You,OṈE,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈE SEN,ȻENÁṈN_OṈE SEN,verb_object
SEN,1sgtran,1,I,present,-,prs,2NCpl,2,You folks,OṈE HÁLE,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈE SEN HÁLE,SEJN_OṈE SEN HÁLE,verb_object
SEN,1sgtran,1,I,present,-,prs,2NCpl,2,You folks,OṈE HÁLE,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈE SEN HÁLE,QENN_OṈE SEN HÁLE,verb_object
SEN,1sgtran,1,I,present,-,prs,2NCpl,2,You folks,OṈE HÁLE,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈE SEN HÁLE,ȻENÁṈN_OṈE SEN HÁLE,verb_object
ȽTE,1pltran,1,we,present,-,prs,2sg,2,You,SE,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆESE ȽTE,W̱EĆE_SE_ _ȽTE_,verb_object_tense_subject_object
ȽTE,1pltran,1,we,present,-,prs,2sg,2,You,SE,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMESE ȽTE,ŚÁME_SE_ _ȽTE_,verb_object_tense_subject_object
ȽTE,1pltran,1,we,present,-,prs,2sg,2,You,SE,look at it,transitive,contr,QENET,QENET,,QENESE ȽTE,QENE_SE_ _ȽTE_,verb_object_tense_subject_object
ȽTE,1pltran,1,we,present,-,prs,2sg,2,You,SE,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾESE ȽTE,ȽIȾE_SE_ _ȽTE_,verb_object_tense_subject_object
ȽTE,1pltran,1,we,present,-,prs,2sg,2,You,SE,bite it,transitive,contr,KIQET,KIQET,,KIQESE ȽTE,KIQE_SE_ _ȽTE_,verb_object_tense_subject_object
ȽTE,1pltran,1,we,present,-,prs,2sg,2,You,SE,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈESE ȽTE,ȻENÁṈE_SE_ _ȽTE_,verb_object_tense_subject_object
ȽTE,1pltran,1,we,present,-,prs,2pl,2,You folks,SE HÁLE,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆESE ȽTE HÁLE,W̱EĆE_SE_ _ȽTE_ HÁLE,verb_object_tense_subject_object
ȽTE,1pltran,1,we,present,-,prs,2pl,2,You folks,SE HÁLE,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMESE ȽTE HÁLE,ŚÁME_SE_ _ȽTE_ HÁLE,verb_object_tense_subject_object
ȽTE,1pltran,1,we,present,-,prs,2pl,2,You folks,SE HÁLE,look at it,transitive,contr,QENET,QENET,,QENESE ȽTE HÁLE,QENE_SE_ _ȽTE_ HÁLE,verb_object_tense_subject_object
ȽTE,1pltran,1,we,present,-,prs,2pl,2,You folks,SE HÁLE,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾESE ȽTE HÁLE,ȽIȾE_SE_ _ȽTE_ HÁLE,verb_object_tense_subject_object
ȽTE,1pltran,1,we,present,-,prs,2pl,2,You folks,SE HÁLE,bite it,transitive,contr,KIQET,KIQET,,KIQESE ȽTE HÁLE,KIQE_SE_ _ȽTE_ HÁLE,verb_object_tense_subject_object
ȽTE,1pltran,1,we,present,-,prs,2pl,2,You folks,SE HÁLE,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈESE ȽTE HÁLE,ȻENÁṈE_SE_ _ȽTE_ HÁLE,verb_object_tense_subject_object
SEN,1sgtran,1,I,present,-,prs,2sg,2,You,SE,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆESE SEN,W̱EĆE_SE_ _SEN_,verb_object_tense_subject_object
SEN,1sgtran,1,I,present,-,prs,2sg,2,You,SE,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMESE SEN,ŚÁME_SE_ _SEN_,verb_object_tense_subject_object
SEN,1sgtran,1,I,present,-,prs,2sg,2,You,SE,look at it,transitive,contr,QENET,QENET,,QENESE SEN,QENE_SE_ _SEN_,verb_object_tense_subject_object
SEN,1sgtran,1,I,present,-,prs,2sg,2,You,SE,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾESE SEN,ȽIȾE_SE_ _SEN_,verb_object_tense_subject_object
SEN,1sgtran,1,I,present,-,prs,2sg,2,You,SE,bite it,transitive,contr,KIQET,KIQET,,KIQESE SEN,KIQE_SE_ _SEN_,verb_object_tense_subject_object
SEN,1sgtran,1,I,present,-,prs,2sg,2,You,SE,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈESE SEN,ȻENÁṈE_SE_ _SEN_,verb_object_tense_subject_object
SEN,1sgtran,1,I,present,-,prs,2pl,2,You folks,SE HÁLE,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆESE SEN HÁLE,W̱EĆE_SE_ _SEN_ HÁLE,verb_object_tense_subject_object
SEN,1sgtran,1,I,present,-,prs,2pl,2,You folks,SE HÁLE,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMESE SEN HÁLE,ŚÁME_SE_ _SEN_ HÁLE,verb_object_tense_subject_object
